dataset,pipeline,run_label,run_short,item_id,community_id,superclaim,ann_a_is_narr,ann_a_label_match,ann_a_confidence,ann_b_is_narr,ann_b_label_match,ann_b_confidence,merged_a,merged_b
co,cluster,co_harm_persona,cp,hle_46,15,Proactive home maintenance and weatherization are essential for maximizing energy efficiency and reducing utility costs.,no,,,no,,,no,no
co,cluster,co_harm_persona,cp,hle_47,15,Strategic use of natural resources and home appliances optimizes indoor temperature regulation without increasing energy use.,no,,,no,,,no,no
co,cluster,co_harm_persona,cp,hle_48,16,The operation and construction of Lines 3 and 5 are essential for regional energy security.,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are necessary to meet energy demand.",2,no,,,match,no
co,cluster,co_harm_persona,cp,hle_49,16,Pipeline infrastructure is a primary driver of economic growth and employment in the Midwest.,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",4,yes,Community & Resilience. Focuses on the creation and sustainability of jobs by the oil and gas industry.,5,match,match
co,cluster,co_harm_persona,cp,hle_5,1,The natural gas and oil industries are primary drivers of Ohio's economic stability and industrial growth.,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",4,yes,Community & Resilience. Focuses on the creation and sustainability of jobs by the oil and gas industry.,5,match,match
co,cluster,co_harm_persona,cp,hle_50,16,Modernizing pipeline infrastructure increases environmental safety and reduces community disruption.,yes,"Other (in-domain, no match)",4,yes,Community & Resilience. Focuses on the creation and sustainability of jobs by the oil and gas industry.,5,other,match
co,cluster,co_harm_persona,cp,hle_51,17,"The Dakota Access Pipeline is a safe, legally compliant, and environmentally sound piece of infrastructure.",yes,"Pragmatism/Pragmatic Energy mix. Portrays oil and gas as essential, reliable, affordable, and safe energy sources critical for maintaining power systems",3,no,,,match,no
co,cluster,co_harm_persona,cp,hle_52,17,The Dakota Access Pipeline's route and development process respected land rights and cultural heritage.,unclear,,,no,,,no,no
co,cluster,co_harm_persona,cp,hle_53,17,Opposition to the Dakota Access Pipeline is based on factual inaccuracies and logical inconsistencies.,yes,"Other (in-domain, no match)",2,no,,,other,no
co,cluster,co_harm_persona,cp,hle_54,18,California should increase domestic oil and gas production to ensure economic stability and energy security.,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",3,yes,"Patriotic Energy mix. Stresses how domestic oil and gas production benefits the nation, including energy independence, energy leadership, and the idea of supporting American energy",5,match,match
co,cluster,co_harm_persona,cp,hle_55,18,The California oil and gas industry is a vital driver of employment and public funding.,yes,Community & Resilience. Focuses on the creation and sustainability of jobs by the oil and gas industry.,4,yes,"Community & Resilience. Emphasizes how the oil and gas sector contributes to local and national economies through tax revenues, charitable efforts, and support for local businesses",5,match,match
co,cluster,co_harm_persona,cp,hle_56,18,California's domestic energy production is environmentally responsible and compatible with low-carbon goals.,yes,"Other (in-domain, no match)",4,no,,,other,no
co,cluster,co_harm_persona,cp,hle_57,19,"Pipelines are the safest, most efficient, and most environmentally sustainable method for transporting energy resources.",unclear,,,yes,"Other (in-domain, no match)",2,no,other
co,cluster,co_harm_persona,cp,hle_58,19,Advanced materials and rigorous engineering standards ensure the structural integrity and safety of pipeline infrastructure.,yes,"Other (in-domain, no match)",4,no,,,other,no
co,cluster,co_harm_persona,cp,hle_59,19,Continuous technological monitoring and professional oversight effectively mitigate environmental and operational risks.,yes,"Other (in-domain, no match)",1,no,,,other,no
co,cluster,co_harm_persona,cp,hle_6,1,Ohio's energy production enhances broader energy security and contributes to environmental and societal sustainability.,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",3,no,,,match,no
co,cluster,co_harm_persona,cp,hle_60,20,Pipeline infrastructure is essential for the economic prosperity and energy security of Texas.,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",4,yes,"Community & Resilience. Emphasizes how the oil and gas sector contributes to local and national economies through tax revenues, charitable efforts, and support for local businesses",5,match,match
co,cluster,co_harm_persona,cp,hle_61,20,Local government officials should not obstruct the construction or operation of energy pipelines.,yes,"Other (in-domain, no match)",4,yes,"Patriotic Energy mix. Stresses how domestic oil and gas production benefits the nation, including energy independence, energy leadership, and the idea of supporting American energy",5,other,match
co,cluster,co_harm_persona,cp,hle_62,20,Opposition to the Permian Highway Pipeline is driven by the spread of misinformation.,yes,"Other (in-domain, no match)",5,yes,"Other (in-domain, no match)",4,other,other
co,cluster,co_harm_persona,cp,hle_63,21,Expanding and maintaining pipeline infrastructure is essential for ensuring national and regional energy security.,yes,"Pragmatism/Pragmatic Energy mix. Portrays oil and gas as essential, reliable, affordable, and safe energy sources critical for maintaining power systems",3,yes,"Pragmatism/Pragmatic Energy mix. Portrays oil and gas as essential, reliable, affordable, and safe energy sources critical for maintaining power systems",5,match,match
co,cluster,co_harm_persona,cp,hle_64,21,Pipeline infrastructure is necessary to maintain public safety and the functional stability of daily life.,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",3,yes,"Pragmatism/Pragmatic Energy mix. Portrays oil and gas as essential, reliable, affordable, and safe energy sources critical for maintaining power systems",5,match,match
co,cluster,co_harm_persona,cp,hle_65,21,The availability of pipeline infrastructure is a fundamental driver of economic stability and community prosperity.,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",3,yes,"Community & Resilience. Emphasizes how the oil and gas sector contributes to local and national economies through tax revenues, charitable efforts, and support for local businesses",5,match,match
co,cluster,co_harm_persona,cp,hle_66,22,Pipeline infrastructure is essential for maintaining affordable energy costs and a lower cost of living.,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are necessary to meet energy demand.",2,yes,"Pragmatism/Pragmatic Energy mix. Portrays oil and gas as essential, reliable, affordable, and safe energy sources critical for maintaining power systems",5,match,match
co,cluster,co_harm_persona,cp,hle_67,22,The United States must prioritize pipeline expansion to ensure national energy security and reliability.,yes,"Patriotic Energy mix. Stresses how domestic oil and gas production benefits the nation, including energy independence, energy leadership, and the idea of supporting American energy",3,yes,"Patriotic Energy mix. Stresses how domestic oil and gas production benefits the nation, including energy independence, energy leadership, and the idea of supporting American energy",5,match,match
co,cluster,co_harm_persona,cp,hle_68,22,Efficient pipeline infrastructure increases the global competitiveness of domestic oil production.,yes,"Other (in-domain, no match)",2,no,,,other,no
co,cluster,co_harm_persona,cp,hle_69,23,The 'Restore Pennsylvania' plan will cause severe economic instability and job losses across the commonwealth.,unclear,,,yes,Community & Resilience. Focuses on the creation and sustainability of jobs by the oil and gas industry.,,no,match
co,cluster,co_harm_persona,cp,hle_7,2,Active civic participation and rigorous preparation are essential for ensuring fair political representation.,no,,,no,,2,no,no
co,cluster,co_harm_persona,cp,hle_70,23,The General Plan should be delayed or rejected to ensure linguistic accessibility and civic inclusion.,unclear,,,unclear,,2,no,no
co,cluster,co_harm_persona,cp,hle_71,23,The proposed General Plan will cause significant economic harm and reduce funding for essential public services.,unclear,,,yes,"Community & Resilience. Emphasizes how the oil and gas sector contributes to local and national economies through tax revenues, charitable efforts, and support for local businesses",4,no,match
co,cluster,co_harm_persona,cp,hle_72,24,Hydraulic fracturing is a primary driver of Colorado's economic growth and global energy leadership.,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",4,no,,,match,no
co,cluster,co_harm_persona,cp,hle_73,24,"Colorado's stringent regulatory framework ensures that energy extraction is safe, sustainable, and environmentally responsible.",yes,"Other (in-domain, no match)",3,no,,,other,no
co,cluster,co_harm_persona,cp,hle_74,24,Colorado is an ideal location for the implementation and expansion of solar power initiatives.,no,,,no,,,no,no
co,cluster,co_harm_persona,cp,hle_75,25,Environmental protection and energy security are compatible goals that can be pursued simultaneously.,no,,,no,,,no,no
co,cluster,co_harm_persona,cp,hle_76,25,"Collaborative partnerships between industry, government, and environmental organizations are the most effective means of achieving sustainability.",no,,,yes,"Other (in-domain, no match)",2,no,other
co,cluster,co_harm_persona,cp,hle_77,25,Technological innovation and market-led initiatives drive the transition to cleaner energy without compromising reliability.,yes,"Other (in-domain, no match)",3,yes,Green Innovation and Climate Solutions. Promotes 'clean' or 'green' fossil fuels as part of climate solutions,5,other,match
co,cluster,co_harm_persona,cp,hle_78,26,Consumers can mitigate the environmental impact of gasoline consumption by using carbon offset programs provided by specific fuel retailers.,unclear,,,yes,Green Innovation and Climate Solutions. Promotes 'clean' or 'green' fossil fuels as part of climate solutions,5,no,match
co,cluster,co_harm_persona,cp,hle_79,26,Individuals should adopt sustainable habits such as water conservation and tree planting to reduce their environmental impact.,no,,,no,,,no,no
co,cluster,co_harm_persona,cp,hle_8,2,Voters should utilize alternative voting methods and external resources to ensure their safety and informed decision-making.,no,,,no,,,no,no
co,cluster,co_harm_persona,cp,hle_80,26,Mililani Texaco provides essential vehicle safety checks and repair services to its customers.,no,,,no,,,no,no
co,cluster,co_harm_persona,cp,hle_81,27,The oil and gas industry operates safely and responsibly through the application of science and technology.,yes,"Other (in-domain, no match)",4,yes,"Pragmatism/Pragmatic Energy mix. Portrays oil and gas as essential, reliable, affordable, and safe energy sources critical for maintaining power systems",2,other,match
co,cluster,co_harm_persona,cp,hle_82,27,The oil and gas industry is an essential and viable partner in the transition to sustainable energy.,yes,"Pragmatism/Pragmatic Energy mix. Portrays oil and gas as essential, reliable, affordable, and safe energy sources critical for maintaining power systems",2,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",5,match,match
co,cluster,co_harm_persona,cp,hle_83,27,"The oil and gas industry is the primary provider of affordable, reliable, and secure energy for society.",yes,"Pragmatism/Pragmatic Energy mix. Portrays oil and gas as essential, reliable, affordable, and safe energy sources critical for maintaining power systems",3,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",5,match,match
co,cluster,co_harm_persona,cp,hle_84,28,The oil and gas industry provides essential financial support for public education and social services.,yes,"Community & Resilience. Emphasizes how the oil and gas sector contributes to local and national economies through tax revenues, charitable efforts, and support for local businesses",4,no,,,match,no
co,cluster,co_harm_persona,cp,hle_85,28,Industry-funded scholarships are critical for removing socioeconomic barriers to careers in the energy sector.,no,,,no,,,no,no
co,cluster,co_harm_persona,cp,hle_86,29,Increasing taxes on the oil and business sectors destabilizes the economy and jeopardizes employment.,yes,"Climate solutions are harmful or unnecessary. Climate solutions are harmful to the economy, society, and/or the environment.",5,yes,"Other (in-domain, no match)",5,match,other
co,cluster,co_harm_persona,cp,hle_87,29,Higher taxes on oil production reduce industry output and undermine regional economic competitiveness.,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",3,yes,"Other (in-domain, no match)",5,match,other
co,cluster,co_harm_persona,cp,hle_88,29,Increasing taxes on the oil and industrial sectors disproportionately harms small business operations.,yes,"Community & Resilience. Emphasizes how the oil and gas sector contributes to local and national economies through tax revenues, charitable efforts, and support for local businesses",2,yes,"Other (in-domain, no match)",5,match,other
co,cluster,co_harm_persona,cp,hle_89,30,Investment in energy and industrial infrastructure is essential for regional and national economic recovery.,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",3,yes,"Community & Resilience. Emphasizes how the oil and gas sector contributes to local and national economies through tax revenues, charitable efforts, and support for local businesses",4,match,match
co,cluster,co_harm_persona,cp,hle_9,2,The legitimacy of the electoral process depends on the comprehensive counting of all cast ballots.,no,,,no,,,no,no
co,cluster,co_harm_persona,cp,hle_90,30,Energy infrastructure projects generate significant local economic benefits through job creation and business stimulation.,yes,Community & Resilience. Focuses on the creation and sustainability of jobs by the oil and gas industry.,3,yes,Community & Resilience. Focuses on the creation and sustainability of jobs by the oil and gas industry.,5,match,match
co,cluster,co_harm_persona,cp,hle_91,30,Maximizing the benefits of industrial growth requires strategic leadership and investment in a skilled local workforce.,no,,,no,,,no,no
co,cluster,co_harm_persona,cp,hle_92,31,Domestic energy production is a primary driver of regional and national economic growth and employment.,yes,Community & Resilience. Focuses on the creation and sustainability of jobs by the oil and gas industry.,3,yes,"Patriotic Energy mix. Stresses how domestic oil and gas production benefits the nation, including energy independence, energy leadership, and the idea of supporting American energy",5,match,match
co,cluster,co_harm_persona,cp,hle_93,31,Affordable domestic energy is essential for improving living standards and revitalizing national industrial capacity.,unclear,,,no,,,no,no
co,cluster,co_harm_persona,cp,hle_94,31,Local energy interests are more decisive in swing-state electoral outcomes than national political narratives.,unclear,,,no,,,no,no
co,cluster,co_harm_persona,cp,hle_95,32,Organizations use free materials and financial incentives to drive user acquisition and platform engagement.,no,,,no,,,no,no
co,cluster,co_harm_persona,cp,hle_96,32,Providing free educational resources and tuition-free college is essential for ensuring equitable socioeconomic opportunity.,no,,,no,,,no,no
co,cluster,co_harm_persona,cp,hle_97,32,The author is actively seeking to establish strategic business partnerships across various trade and maintenance sectors.,no,,,no,,,no,no
co,cluster,co_harm_persona,cp,hle_98,33,Williams is a leading facilitator of the transition to a clean energy future.,yes,Green Innovation and Climate Solutions. Promotes 'clean' or 'green' fossil fuels as part of climate solutions,3,yes,Green Innovation and Climate Solutions. Promotes 'clean' or 'green' fossil fuels as part of climate solutions,4,match,match
co,cluster,co_harm_persona,cp,hle_99,33,Operational safety and reliability are the essential drivers of Williams' clean energy transition.,yes,"Pragmatism/Pragmatic Energy mix. Portrays oil and gas as essential, reliable, affordable, and safe energy sources critical for maintaining power systems",4,yes,Green Innovation and Climate Solutions. Promotes 'clean' or 'green' fossil fuels as part of climate solutions,3,match,match
co,graph,co_harm_persona_og,cog,hle_1,0,"Natural gas is a clean, reliable, and essential component of the transition to sustainable energy.",yes,Green Innovation and Climate Solutions. Promotes 'clean' or 'green' fossil fuels as part of climate solutions,5,yes,"Pragmatism/Pragmatic Energy mix. Portrays oil and gas as essential, reliable, affordable, and safe energy sources critical for maintaining power systems",5,match,match
co,graph,co_harm_persona_og,cog,hle_10,3,"Pipeline infrastructure is the safest, most efficient, and most environmentally sustainable method for transporting energy.",yes,"Pragmatism/Pragmatic Energy mix. Portrays oil and gas as essential, reliable, affordable, and safe energy sources critical for maintaining power systems",3,yes,"Pragmatism/Pragmatic Energy mix. Portrays oil and gas as essential, reliable, affordable, and safe energy sources critical for maintaining power systems",5,match,match
co,graph,co_harm_persona_og,cog,hle_100,31,Government bodies must ensure transparent and inclusive public participation in energy legislative processes.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_101,32,Implementing residential weatherization and HVAC maintenance significantly reduces energy costs and improves home efficiency.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_102,32,"Natural gas is a cost-effective, reliable, and sustainable energy source that enhances residential efficiency and resilience.",yes,"Pragmatism/Pragmatic Energy mix. Portrays oil and gas as essential, reliable, affordable, and safe energy sources critical for maintaining power systems",3,yes,"Pragmatism/Pragmatic Energy mix. Portrays oil and gas as essential, reliable, affordable, and safe energy sources critical for maintaining power systems",5,match,match
co,graph,co_harm_persona_og,cog,hle_103,32,Energy-themed educational activities for children are effective tools for promoting industry narratives and basic energy literacy.,unclear,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_104,33,The government must prioritize domestic oil and gas production to ensure economic recovery and energy security.,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",5,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are plentiful and should be used.",4,match,match
co,graph,co_harm_persona_og,cog,hle_105,33,Protecting the oil and gas industry is necessary to prevent local job losses and maintain social stability.,yes,Community & Resilience. Focuses on the creation and sustainability of jobs by the oil and gas industry.,4,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are necessary to meet energy demand.",4,match,match
co,graph,co_harm_persona_og,cog,hle_106,33,Economic stimulus legislation should focus exclusively on immediate recovery rather than advancing unrelated policy goals.,yes,"Climate solutions are harmful or unnecessary. Climate solutions are harmful to the economy, society, and/or the environment.",4,no,,,match,no
co,graph,co_harm_persona_og,cog,hle_107,34,"The domestic energy industry is a primary driver of economic growth, consumer affordability, and workforce development.",yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",4,yes,"Patriotic Energy mix. Stresses how domestic oil and gas production benefits the nation, including energy independence, energy leadership, and the idea of supporting American energy",5,match,match
co,graph,co_harm_persona_og,cog,hle_108,34,Free-market innovation within the energy sector is the most effective mechanism for achieving environmental and climate goals.,yes,"Green Innovation and Climate Solutions. Highlights efforts to reduce greenhouse gas emissions through internal targets, policy support, voluntary initiatives, and emissions reduction technologies",4,yes,"Other (in-domain, no match)",4,match,other
co,graph,co_harm_persona_og,cog,hle_109,34,Government regulatory interference hinders the productivity and competitiveness of the American energy industry.,yes,"Climate solutions are harmful or unnecessary. Climate solutions are harmful to the economy, society, and/or the environment.",4,yes,"Other (in-domain, no match)",4,match,other
co,graph,co_harm_persona_og,cog,hle_11,3,Expanding and maintaining pipeline infrastructure is essential for domestic energy security and economic affordability.,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",4,no,,,match,no
co,graph,co_harm_persona_og,cog,hle_110,35,Natural gas pipelines are essential infrastructure for residential energy needs and broader societal stability.,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",4,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",4,match,match
co,graph,co_harm_persona_og,cog,hle_111,35,The oil and gas industry is a necessary partner in driving technological innovation and public funding.,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",3,yes,"Other (in-domain, no match)",3,match,other
co,graph,co_harm_persona_og,cog,hle_112,35,Professional equipment and specialized services are required to ensure safety and efficiency in excavation work.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_113,36,The oil and gas industry is a primary driver of national economic strength and community prosperity.,yes,"Community & Resilience. Emphasizes how the oil and gas sector contributes to local and national economies through tax revenues, charitable efforts, and support for local businesses",3,yes,"Community & Resilience. Emphasizes how the oil and gas sector contributes to local and national economies through tax revenues, charitable efforts, and support for local businesses",5,match,match
co,graph,co_harm_persona_og,cog,hle_114,36,Public-private partnerships between energy corporations and public institutions are essential for community safety and environmental conservation.,yes,"Other (in-domain, no match)",4,yes,"Other (in-domain, no match)",3,other,other
co,graph,co_harm_persona_og,cog,hle_115,36,Energy companies act as responsible corporate citizens by providing essential financial and social support to their communities.,yes,"Community & Resilience. Emphasizes how the oil and gas sector contributes to local and national economies through tax revenues, charitable efforts, and support for local businesses",4,yes,"Community & Resilience. Emphasizes how the oil and gas sector contributes to local and national economies through tax revenues, charitable efforts, and support for local businesses",5,match,match
co,graph,co_harm_persona_og,cog,hle_116,37,Major fossil fuel companies possess the leadership and expertise necessary to solve the climate crisis.,yes,"Other (in-domain, no match)",4,yes,"Other (in-domain, no match)",5,other,other
co,graph,co_harm_persona_og,cog,hle_117,37,Corporate-led carbon offset programs effectively mitigate the environmental impact of fossil fuel consumption.,yes,"Green Innovation and Climate Solutions. Highlights efforts to reduce greenhouse gas emissions through internal targets, policy support, voluntary initiatives, and emissions reduction technologies",4,yes,"Other (in-domain, no match)",5,match,other
co,graph,co_harm_persona_og,cog,hle_118,37,Collaborative technological innovation is the most effective way to balance global energy demands with environmental sustainability.,yes,"Green Innovation and Climate Solutions. Highlights efforts to reduce greenhouse gas emissions through internal targets, policy support, voluntary initiatives, and emissions reduction technologies",3,no,,,match,no
co,graph,co_harm_persona_og,cog,hle_119,38,SB 1407 harms the Illinois economy by reducing business competitiveness and failing to improve worker safety.,yes,None (out-of-domain),4,no,,,none,no
co,graph,co_harm_persona_og,cog,hle_12,3,Texas energy production and infrastructure are fundamental to the economic strength and global leadership of the United States.,yes,"Patriotic Energy mix. Stresses how domestic oil and gas production benefits the nation, including energy independence, energy leadership, and the idea of supporting American energy",5,yes,"Patriotic Energy mix. Stresses how domestic oil and gas production benefits the nation, including energy independence, energy leadership, and the idea of supporting American energy",5,match,match
co,graph,co_harm_persona_og,cog,hle_120,38,Illinois is a vital pillar of United States national energy security and regional refining capacity.,yes,"Patriotic Energy mix. Stresses how domestic oil and gas production benefits the nation, including energy independence, energy leadership, and the idea of supporting American energy",4,no,,,match,no
co,graph,co_harm_persona_og,cog,hle_121,38,Energy workers are essential to the operational stability of healthcare providers and their own political representation.,unclear,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_122,39,Renewable energy is not truly sustainable because it remains fundamentally dependent on fossil fuels.,yes,"Other (in-domain, no match)",4,yes,"Other (in-domain, no match)",4,other,other
co,graph,co_harm_persona_og,cog,hle_123,39,The continued extraction and use of fossil fuels are essential for global economic stability and growth.,yes,"Other (in-domain, no match)",4,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are plentiful and should be used.",5,other,match
co,graph,co_harm_persona_og,cog,hle_124,39,Natural gas and fossil fuel infrastructure are necessary catalysts for a viable transition to renewable energy.,yes,"Other (in-domain, no match)",4,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are necessary to meet energy demand.",4,other,match
co,graph,co_harm_persona_og,cog,hle_125,40,Wink to Webster is a socially responsible corporate actor that provides essential community support during crises.,yes,"Community & Resilience. Emphasizes how the oil and gas sector contributes to local and national economies through tax revenues, charitable efforts, and support for local businesses",2,yes,"Other (in-domain, no match)",4,match,other
co,graph,co_harm_persona_og,cog,hle_126,40,The Wink to Webster pipeline project is a safe and necessary infrastructure development for energy transport.,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are necessary to meet energy demand.",2,yes,"Other (in-domain, no match)",5,match,other
co,graph,co_harm_persona_og,cog,hle_127,40,Wink to Webster prioritizes actionable safety solutions and training over theoretical discussions.,unclear,,,yes,"Other (in-domain, no match)",5,no,other
co,graph,co_harm_persona_og,cog,hle_128,41,Wind energy provides significant economic and social benefits to rural communities.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_129,41,Integrating wind energy into the power mix is essential for achieving energy independence and diversification.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_13,4,The oil and gas industry is a primary driver of economic growth and high-wage employment.,yes,Community & Resilience. Focuses on the creation and sustainability of jobs by the oil and gas industry.,3,yes,Community & Resilience. Focuses on the creation and sustainability of jobs by the oil and gas industry.,5,match,match
co,graph,co_harm_persona_og,cog,hle_130,41,General Motors is driving the transition to sustainable energy through large-scale renewable investments.,yes,"Other (in-domain, no match)",4,no,,,other,no
co,graph,co_harm_persona_og,cog,hle_131,42,The Trump administration's fuel economy rules correct the regulatory overreach and economic inefficiency of previous mandates.,yes,"Climate solutions are harmful or unnecessary. Climate solutions are harmful to the economy, society, and/or the environment.",3,yes,"Other (in-domain, no match)",5,match,other
co,graph,co_harm_persona_og,cog,hle_132,42,The Trump administration's rejection of social engineering represents a positive and necessary policy direction.,yes,None (out-of-domain),2,yes,None (out-of-domain),5,none,none
co,graph,co_harm_persona_og,cog,hle_133,42,Prioritizing the oil and natural gas industry is essential for driving national employment.,yes,Community & Resilience. Focuses on the creation and sustainability of jobs by the oil and gas industry.,4,yes,Community & Resilience. Focuses on the creation and sustainability of jobs by the oil and gas industry.,5,match,match
co,graph,co_harm_persona_og,cog,hle_134,43,Superficial characteristics and stated dates are unreliable indicators of an object's actual value or quality.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_135,44,Organizational success depends on a situational leadership approach that adapts to specific contexts and individual strengths.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_136,45,Local economic interests and regional issues outweigh national political narratives in swing-state elections.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_137,46,Construction workers on the Great Lakes Tunnel Project are full-time employees.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_138,47,All-or-nothing lawmaking produces worse economic and social outcomes than flexible legislative models.,no,,,yes,None (out-of-domain),5,no,none
co,graph,co_harm_persona_og,cog,hle_139,48,Fiber optic technology is an effective tool for monitoring pipeline integrity and detecting potential failures.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_14,4,"Oil and gas production provides essential funding for public infrastructure, education, and social services.",yes,"Community & Resilience. Emphasizes how the oil and gas sector contributes to local and national economies through tax revenues, charitable efforts, and support for local businesses",4,yes,"Community & Resilience. Emphasizes how the oil and gas sector contributes to local and national economies through tax revenues, charitable efforts, and support for local businesses",5,match,match
co,graph,co_harm_persona_og,cog,hle_140,49,Mililani Texaco offers a comprehensive range of automotive repair and safety inspection services.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_141,50,Integrating UAVs into land surveying increases the accuracy and operational effectiveness of ground and aircrews.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_142,51,Running ceiling fan blades clockwise improves home heating efficiency and overall comfort.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_143,52,"Petrochemicals enhance automotive engineering by improving vehicle performance, strength, and durability.",no,,,yes,"Other (in-domain, no match)",5,no,other
co,graph,co_harm_persona_og,cog,hle_144,53,Plastic waste is a systemic management failure that requires collaborative industry-wide solutions.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_145,54,Meaningful stakeholder consultation and communication are essential for developing environmentally responsible energy infrastructure.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_146,55,Local community investment and mutual aid are essential expressions of core moral and civic values.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_147,56,A specific energy source provides a significant portion of total electricity production.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_148,57,Operations at the Shoen Road site have not contaminated the local drinking water supply.,yes,"Other (in-domain, no match)",3,no,,,other,no
co,graph,co_harm_persona_og,cog,hle_149,58,The current framework for meeting community needs is unsustainable and requires a strategic overhaul.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_15,4,Government regulations and restrictions on energy production threaten national security and economic stability.,yes,"Climate solutions are harmful or unnecessary. Climate solutions are harmful to the economy, society, and/or the environment.",5,yes,"Climate solutions are harmful or unnecessary. Climate solutions are harmful to the economy, society, and/or the environment.",4,match,match
co,graph,co_harm_persona_og,cog,hle_150,59,Market-driven production is superior to coordinated output restrictions and production quotas.,yes,"Climate solutions are harmful or unnecessary. Climate solutions are harmful to the economy, society, and/or the environment.",2,yes,None (out-of-domain),5,match,none
co,graph,co_harm_persona_og,cog,hle_151,60,Legislative bans are ineffective tools for achieving long-term environmental protection.,yes,"Other (in-domain, no match)",3,yes,"Climate solutions are harmful or unnecessary. Climate solutions are harmful to the economy, society, and/or the environment.",5,other,match
co,graph,co_harm_persona_og,cog,hle_152,61,U.S. energy production is a cleaner and more sustainable alternative to that of global competitors.,yes,"Other (in-domain, no match)",2,yes,"Other (in-domain, no match)",5,other,other
co,graph,co_harm_persona_og,cog,hle_153,62,Strategic growth and future potential must take precedence over historical precedents in the current era.,unclear,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_154,63,Homeowners should install natural gas-powered backup energy systems to ensure residential resilience during emergencies.,yes,"Pragmatism/Pragmatic Energy mix. Portrays oil and gas as essential, reliable, affordable, and safe energy sources critical for maintaining power systems",4,no,,,match,no
